Attrition,Gender,Age,Academic_degree,Years_Experience,Years_experience_lastorganization,MonthlySalary,Allowances,MedicalInsurance,Bonus,OverTime,Payment_Overtime,Rewards&Wages_Satisfaction,Get_ Deserved_Promotion,Training_programs_ During_last_three_years,Useful_Training_Programs,Business_Travel,Job_Support,Recognition,Emotional_Commitment,Job_Engagement,Distance_to_work,Work_Live_Balance,Physical_Stress,Psychological_Exhaustion,Job_Stability,Health_Issues,Environment_Satisfaction,Job_Satisfaction,Job_Opportunities,JobTitle_Freq,Maritalstatus_Married,Maritalstatus_Single,Sector_Economic sector,Sector_Education sector,Sector_Energy sector,Sector_Engineering consulting companies,"Sector_Environment, Water, and Agriculture sector",Sector_Financial sector,Sector_Food production sector,Sector_Industry sector,Sector_Law firm,Sector_Media sector,Sector_Medical sector,Sector_Restaurant sector,Sector_Tourism sector,Sector_Transport sector,Sector_education sector,Department_Administration,Department_Banking operations,Department_Customers service,Department_Engineering,Department_HR,Department_Information technology,Department_Legal Affairs,Department_Marketing,Department_Medical service,Department_Patient Affairs,Department_Processes,Department_Production,Department_Relations,Department_Safety & Security,Department_Sales,Department_Studies and design,Department_Teaching,Department_Technical support,Department_Training,Department_Treasury,Department_patient Affairs,Department_technical support,Total_Satisfaction,Pressure_Score,Overall_Engagement,Stability_Ratio,Career_Velocity,Effective_Training_Score,Life_Work_Imbalance
1,1,35.5,2,13.0,5.0,5000.0,3,1,1,1,1,1,1,5.0,1,1,2,1,2,2,2,2,2,2,1,1,2,2,1,0.08060453400503778,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6,6,10,0.3816793893129771,357.14285714285717,5.0,4
1,0,35.5,1,13.0,5.0,5000.0,2,1,0,0,0,0,0,0.0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0.08060453400503778,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,2,1,0.3816793893129771,357.14285714285717,0.0,0
1,0,35.5,1,7.5,5.0,5000.0,0,0,0,0,0,0,0,2.0,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0.047019311502938706,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,0,5,0.6578947368421053,588.2352941176471,2.0,1
0,1,25.5,1,5.0,5.0,5000.0,0,0,0,0,0,0,0,2.0,1,0,1,1,1,2,0,0,1,1,0,0,0,0,1,0.006717044500419815,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,2,4,0.9803921568627452,833.3333333333334,2.0,0
1,1,35.5,1,5.0,5.0,7500.0,0,0,0,0,0,1,0,2.0,1,0,2,1,1,2,0,1,1,1,0,0,1,1,1,0.03610411418975651,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,2,7,0.9803921568627452,1250.0,2.0,1
0,0,25.5,1,5.0,5.0,7500.0,1,0,0,0,0,1,0,2.0,1,0,1,1,0,2,2,1,1,1,0,0,1,1,1,0.1385390428211587,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,3,2,5,0.9803921568627452,1250.0,2.0,3
0,1,35.5,1,5.0,5.0,7500.0,2,0,0,0,0,1,1,5.0,1,0,2,1,1,2,0,0,1,1,1,0,2,2,1,0.1385390428211587,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6,2,9,0.9803921568627452,1250.0,5.0,0
1,1,25.5,1,7.5,5.0,5000.0,2,0,0,0,0,0,0,0.0,0,0,0,0,1,0,1,1,2,1,0,0,1,0,1,0.03442485306465155,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,3,2,0.6578947368421053,588.2352941176471,0.0,2
1,1,25.5,0,5.0,5.0,5000.0,1,1,1,1,1,1,1,2.0,1,2,0,1,0,0,0,0,2,2,1,1,0,2,1,0.0041981528127623844,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2,6,2,0.9803921568627452,833.3333333333334,2.0,0
0,0,25.5,1,5.0,5.0,7500.0,0,1,0,1,0,1,0,0.0,1,0,1,1,1,1,1,1,2,1,1,0,1,1,1,0.018471872376154493,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3,4,5,0.9803921568627452,1250.0,0.0,2
1,1,55.5,1,28.0,7.5,7500.0,1,1,0,1,1,1,1,2.0,1,0,1,1,2,1,1,1,1,0,1,0,1,2,1,0.018471872376154493,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,4,3,7,0.2669039145907473,258.62068965517244,2.0,2
1,1,35.5,3,13.0,5.0,5000.0,2,0,0,1,1,1,0,2.0,1,0,1,1,2,0,0,1,2,1,1,0,2,1,1,0.018471872376154493,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,4,5,6,0.3816793893129771,357.14285714285717,2.0,1
0,0,25.5,1,5.0,5.0,7500.0,2,1,0,0,1,0,0,2.0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0.0016792611251049538,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,5,0.9803921568627452,1250.0,2.0,1
1,0,35.5,1,5.0,5.0,7500.0,1,1,0,0,1,0,0,0.0,0,0,1,1,1,1,0,2,1,1,0,1,1,0,0,0.028547439126784216,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2,3,4,0.9803921568627452,1250.0,0.0,2
0,0,25.5,1,5.0,5.0,7500.0,1,1,0,0,0,0,0,0.0,0,0,1,0,1,1,0,2,2,2,0,0,1,0,0,0.028547439126784216,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2,4,4,0.9803921568627452,1250.0,0.0,2
1,1,45.5,0,23.0,7.5,7500.0,0,1,0,1,1,1,1,2.0,1,1,2,1,2,0,1,0,2,0,1,0,2,2,1,0.033585222502099076,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,6,4,8,0.3246753246753247,312.5,2.0,1
1,0,25.5,1,5.0,5.0,5000.0,1,0,1,0,0,0,0,0.0,0,1,0,0,0,1,0,0,2,2,0,1,0,0,1,0.0688497061293031,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,4,1,0.9803921568627452,833.3333333333334,0.0,0
0,0,25.5,1,5.0,5.0,5000.0,0,1,0,1,1,0,0,0.0,1,0,0,0,2,1,0,1,2,2,0,0,0,0,1,0.0033585222502099076,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,6,3,0.9803921568627452,833.3333333333334,0.0,1
0,0,35.5,1,5.0,5.0,5000.0,0,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0.05289672544080604,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2,1,2,0.9803921568627452,833.3333333333334,0.0,1
1,0,25.5,1,7.5,5.0,5000.0,0,0,0,1,1,0,0,0.0,0,0,0,0,0,2,1,2,2,1,0,0,0,0,1,0.0033585222502099076,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,5,2,0.6578947368421053,588.2352941176471,0.0,3
1,0,25.5,1,13.0,7.5,5000.0,1,1,0,1,1,0,0,0.0,1,0,0,0,1,0,1,2,1,0,0,0,1,1,1,0.1385390428211587,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2,3,3,0.5725190839694657,357.14285714285717,0.0,3
1,0,25.5,1,7.5,5.0,7500.0,3,1,0,1,1,0,0,0.0,0,0,0,0,1,2,2,1,2,2,0,1,1,0,1,0.02686817800167926,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,6,4,0.6578947368421053,882.3529411764706,0.0,3
1,0,25.5,1,5.0,5.0,5000.0,0,0,0,1,0,0,0,2.0,1,0,0,0,1,2,0,2,1,1,0,0,0,0,0,0.05289672544080604,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,3,3,0.9803921568627452,833.3333333333334,2.0,2
1,1,35.5,1,13.0,5.0,5000.0,1,1,1,1,1,0,0,2.0,1,0,1,0,1,1,1,2,1,1,0,0,1,1,0,0.05289672544080604,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3,4,5,0.3816793893129771,357.14285714285717,2.0,3
1,1,25.5,0,5.0,5.0,5000.0,1,0,1,1,1,0,0,0.0,1,0,0,1,1,1,1,1,1,1,1,0,2,2,0,0.0688497061293031,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,4,6,0.9803921568627452,833.3333333333334,0.0,2
1,0,45.5,1,13.0,5.0,5000.0,0,0,0,0,0,0,0,7.0,1,0,0,0,0,0,0,1,2,2,0,1,1,0,1,0.1385390428211587,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,4,1,0.3816793893129771,357.14285714285717,7.0,1
0,0,45.5,0,18.0,18.0,5000.0,2,1,1,0,0,1,1,5.0,1,0,1,1,2,0,1,1,1,0,1,0,2,2,0,0.033585222502099076,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,1,7,0.9944751381215469,263.1578947368421,5.0,2
1,0,25.5,1,7.5,7.5,7500.0,1,1,0,0,0,0,0,2.0,0,0,1,1,1,1,0,0,2,2,0,0,0,0,1,0.047019311502938706,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,3,0.986842105263158,882.3529411764706,0.0,0
1,0,25.5,1,5.0,5.0,7500.0,1,1,0,0,0,1,1,2.0,1,1,2,1,2,0,0,0,2,0,1,0,2,2,0,0.009235936188077247,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6,2,8,0.9803921568627452,1250.0,2.0,0
0,0,25.5,1,5.0,5.0,5000.0,0,0,0,0,0,0,0,0.0,0,0,1,1,1,1,1,2,2,1,0,0,1,2,1,0.033585222502099076,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,3,6,0.9803921568627452,833.3333333333334,0.0,3
0,0,25.5,1,5.0,5.0,5000.0,1,1,0,0,0,0,0,0.0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0.0688497061293031,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,1,4,0.9803921568627452,833.3333333333334,0.0,1
0,0,45.5,0,5.0,5.0,5000.0,0,0,0,0,0,0,0,2.0,1,0,0,0,1,1,1,0,1,1,0,0,1,0,1,0.047019311502938706,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,2,3,0.9803921568627452,833.3333333333334,2.0,1
0,0,25.5,1,5.0,5.0,5000.0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,2,2,1,2,2,0,0,0,0,1,0.008396305625524769,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,5,2,0.9803921568627452,833.3333333333334,0.0,3
1,0,25.5,1,5.0,5.0,5000.0,2,1,1,0,0,0,0,2.0,1,0,2,1,1,1,0,0,2,1,0,0,1,0,1,0.0688497061293031,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,5,0.9803921568627452,833.3333333333334,2.0,0
0,0,35.5,1,7.5,7.5,7500.0,1,1,0,0,0,1,0,2.0,1,0,1,1,1,1,0,0,0,0,1,0,2,2,0,0.04450041981528128,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,0,7,0.986842105263158,882.3529411764706,2.0,0
1,0,25.5,1,5.0,5.0,5000.0,0,1,0,0,0,0,0,2.0,1,1,1,1,2,1,0,1,1,1,0,0,1,1,1,0.010075566750629723,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3,2,6,0.9803921568627452,833.3333333333334,2.0,1
0,0,25.5,1,5.0,5.0,7500.0,1,1,1,0,0,1,1,0.0,1,0,2,1,2,0,1,1,2,0,1,0,2,2,1,0.009235936188077247,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,6,2,8,0.9803921568627452,1250.0,0.0,2
0,0,25.5,1,5.0,5.0,5000.0,1,1,0,1,1,0,0,2.0,0,0,1,1,1,1,2,1,1,1,1,0,1,1,1,0.05289672544080604,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3,4,5,0.9803921568627452,833.3333333333334,0.0,3
0,0,25.5,1,7.5,7.5,7500.0,2,1,1,1,1,0,1,2.0,1,0,1,1,2,1,1,1,0,2,0,0,1,1,0,0.033585222502099076,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,4,6,0.986842105263158,882.3529411764706,2.0,2
1,0,25.5,1,5.0,5.0,5000.0,2,1,1,0,0,0,0,2.0,1,0,2,1,1,1,0,0,2,1,0,0,1,0,1,0.0688497061293031,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,5,0.9803921568627452,833.3333333333334,2.0,0
0,0,35.5,1,5.0,5.0,5000.0,1,1,0,0,0,1,1,2.0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0.047019311502938706,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,0,5,0.9803921568627452,833.3333333333334,2.0,2
0,0,35.5,1,5.0,5.0,5000.0,0,0,0,0,0,0,0,0.0,0,0,1,1,1,2,2,2,1,1,0,0,2,0,0,0.0688497061293031,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,2,6,0.9803921568627452,833.3333333333334,0.0,4
1,0,35.5,0,7.5,5.0,5000.0,2,0,0,0,0,0,0,5.0,1,0,1,0,0,0,0,0,2,2,0,0,1,0,1,0.010075566750629723,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2,4,2,0.6578947368421053,588.2352941176471,5.0,0
1,0,25.5,1,7.5,5.0,5000.0,1,1,0,1,1,0,0,0.0,0,0,1,0,0,1,1,1,1,2,0,0,0,0,0,0.04450041981528128,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1,5,2,0.6578947368421053,588.2352941176471,0.0,2
0,0,35.5,1,7.5,7.5,5000.0,2,1,0,0,1,0,0,0.0,0,0,1,0,2,1,1,1,1,2,0,0,2,1,1,0.04450041981528128,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,4,7,0.986842105263158,588.2352941176471,0.0,2
0,0,25.5,1,5.0,5.0,5000.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,1,1,2,0,0,0,0,1,0.028547439126784216,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0,3,1,0.9803921568627452,833.3333333333334,0.0,1
0,0,25.5,1,5.0,5.0,7500.0,3,1,1,0,0,0,0,0.0,0,0,0,0,1,1,1,1,2,2,0,0,1,1,0,0.010075566750629723,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2,4,4,0.9803921568627452,1250.0,0.0,2
0,0,25.5,0,5.0,5.0,5000.0,1,1,0,1,1,1,1,0.0,1,0,1,1,2,1,1,0,1,0,1,0,2,2,0,0.04450041981528128,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,3,8,0.9803921568627452,833.3333333333334,0.0,1
0,1,35.5,0,7.5,7.5,5000.0,0,0,0,0,0,0,1,0.0,0,0,1,1,1,2,2,1,1,1,0,0,1,1,0,0.020990764063811923,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3,2,6,0.986842105263158,588.2352941176471,0.0,3
0,0,25.5,1,5.0,5.0,5000.0,1,1,0,0,1,0,0,0.0,1,0,0,0,0,2,2,2,2,2,0,1,0,0,0,0.0008396305625524769,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,5,2,0.9803921568627452,833.3333333333334,0.0,4
1,1,35.5,0,18.0,5.0,5000.0,0,0,0,1,0,0,0,5.0,1,0,0,0,1,1,0,1,1,1,0,0,1,0,1,0.0033585222502099076,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,1,3,3,0.2762430939226519,263.1578947368421,5.0,1
0,0,45.5,0,7.5,7.5,5000.0,1,1,0,1,0,0,0,0.0,0,0,0,0,2,1,0,1,1,2,0,0,1,1,1,0.0025188916876574307,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2,4,5,0.986842105263158,588.2352941176471,0.0,1
1,0,25.5,0,7.5,5.0,5000.0,0,0,0,0,0,1,0,0.0,0,0,1,0,1,1,2,0,0,1,0,0,1,0,1,0.0025188916876574307,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,2,1,4,0.6578947368421053,588.2352941176471,0.0,2
0,1,35.5,0,7.5,7.5,13000.0,2,1,0,0,0,0,0,0.0,0,0,0,1,0,2,0,1,1,2,0,0,2,0,1,0.03442485306465155,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2,3,4,0.986842105263158,1529.4117647058824,0.0,1
1,1,35.5,1,18.0,5.0,7500.0,4,1,1,1,1,1,1,0.0,0,1,0,1,1,0,0,0,0,0,1,0,2,2,1,0.007556675062972292,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,4,2,5,0.2762430939226519,394.7368421052632,0.0,0
1,0,25.5,1,5.0,5.0,5000.0,3,1,1,1,1,0,0,5.0,1,0,0,0,1,1,0,1,2,2,1,0,1,1,1,0.028547439126784216,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2,6,4,0.9803921568627452,833.3333333333334,5.0,1
1,0,35.5,1,5.0,5.0,7500.0,1,1,0,0,0,0,1,0.0,0,0,2,1,1,1,2,1,1,2,0,0,0,0,1,0.008396305625524769,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,3,4,0.9803921568627452,1250.0,0.0,3
0,0,25.5,1,5.0,5.0,7500.0,2,1,1,0,0,0,0,2.0,1,0,0,0,0,2,0,2,2,2,1,0,1,0,0,0.0008396305625524769,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,4,3,0.9803921568627452,1250.0,2.0,2
1,0,25.5,1,7.5,5.0,7500.0,0,1,0,0,0,0,0,0.0,0,0,1,1,0,1,1,2,2,2,0,1,1,1,1,0.0025188916876574307,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,4,4,0.6578947368421053,882.3529411764706,0.0,3
1,0,25.5,1,5.0,5.0,5000.0,1,1,1,1,1,1,0,0.0,0,0,2,1,1,0,1,2,1,1,0,0,2,1,1,0.0688497061293031,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,4,6,0.9803921568627452,833.3333333333334,0.0,3
0,0,25.5,1,5.0,5.0,7500.0,2,1,0,1,0,0,0,0.0,0,0,1,0,2,1,1,1,2,2,1,0,0,0,0,0.0033585222502099076,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1,5,4,0.9803921568627452,1250.0,0.0,2
0,0,25.5,2,5.0,5.0,7500.0,3,1,0,1,0,0,1,5.0,1,0,0,0,1,1,1,2,2,2,0,0,1,1,1,0.1385390428211587,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2,5,4,0.9803921568627452,1250.0,5.0,3
1,0,35.5,1,7.5,5.0,5000.0,2,1,1,0,0,0,0,0.0,0,0,1,0,1,1,0,1,2,2,0,1,1,1,1,0.020990764063811923,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,3,4,5,0.6578947368421053,588.2352941176471,0.0,1
0,0,25.5,1,5.0,5.0,7500.0,0,0,0,0,0,0,0,0.0,0,1,1,1,1,1,1,1,2,2,1,0,1,1,0,0.009235936188077247,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3,4,5,0.9803921568627452,1250.0,0.0,2
0,0,35.5,1,5.0,5.0,5000.0,0,1,0,1,0,0,1,0.0,0,0,0,1,2,1,0,1,2,0,0,0,0,1,0,0.047019311502938706,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,3,4,0.9803921568627452,833.3333333333334,0.0,1
0,0,25.5,1,5.0,5.0,5000.0,2,1,0,0,1,0,0,2.0,0,0,1,0,1,1,0,0,0,2,0,0,1,1,1,0.016792611251049538,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,3,5,0.9803921568627452,833.3333333333334,0.0,0
0,0,25.5,2,5.0,5.0,7500.0,1,0,0,0,0,0,0,2.0,1,0,1,0,0,1,1,0,0,2,1,0,2,1,1,0.008396305625524769,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,4,2,5,0.9803921568627452,1250.0,2.0,1
0,0,25.5,1,5.0,5.0,7500.0,2,1,1,0,0,1,0,2.0,1,0,1,1,2,1,0,1,0,1,1,0,1,1,0,0.015113350125944584,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,1,6,0.9803921568627452,1250.0,2.0,1
1,0,25.5,1,5.0,5.0,5000.0,2,0,0,1,0,0,0,0.0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0.008396305625524769,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,2,4,0.9803921568627452,833.3333333333334,0.0,1
1,0,25.5,1,5.0,5.0,7500.0,2,0,0,1,0,0,0,0.0,0,0,0,0,2,2,2,2,2,2,0,1,0,0,1,0.008396305625524769,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,5,4,0.9803921568627452,1250.0,0.0,4
0,0,25.5,1,5.0,5.0,7500.0,1,1,0,1,1,0,0,2.0,1,0,1,1,2,1,2,1,0,2,0,0,1,1,0,0.0688497061293031,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,4,6,0.9803921568627452,1250.0,2.0,3
